datum,bundesland_id,bundesland_name,versorgungsstufe,anzahl_meldebereiche,faelle_covid_aktuell,intensivbetten_belegt,intensivbetten_frei
2023-02-28,00,Deutschland,GRUND_UND_REGELVERSORGUNG,772,418,6115,1427
2023-02-28,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,291,305,7116,758
2023-02-28,00,Deutschland,FACHKLINIK,74,27,740,82
2023-02-28,00,Deutschland,nicht angegeben,15,2,173,12
2023-02-27,00,Deutschland,GRUND_UND_REGELVERSORGUNG,771,425,5961,1543
2023-02-27,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,299,6058,1141
2023-02-27,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,297,6967,842
2023-02-27,00,Deutschland,FACHKLINIK,74,29,728,100
2023-02-27,00,Deutschland,nicht angegeben,15,2,172,15
2023-02-26,00,Deutschland,GRUND_UND_REGELVERSORGUNG,771,431,5871,1549
2023-02-26,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,281,5999,1147
2023-02-26,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,291,6896,809
2023-02-26,00,Deutschland,FACHKLINIK,74,34,720,90
2023-02-26,00,Deutschland,nicht angegeben,15,4,172,16
2023-02-25,00,Deutschland,SCHWERPUNKTVERSORGUNG,473,287,6069,1086
2023-02-25,00,Deutschland,GRUND_UND_REGELVERSORGUNG,770,424,6052,1369
2023-02-25,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,291,291,7007,753
2023-02-25,00,Deutschland,FACHKLINIK,74,35,732,83
2023-02-25,00,Deutschland,nicht angegeben,15,4,172,16
2023-02-24,00,Deutschland,GRUND_UND_REGELVERSORGUNG,769,410,6128,1329
2023-02-24,00,Deutschland,SCHWERPUNKTVERSORGUNG,473,268,6188,1036
2023-02-24,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,291,296,7100,706
2023-02-24,00,Deutschland,FACHKLINIK,74,37,762,68
2023-02-24,00,Deutschland,nicht angegeben,15,6,170,18
2023-02-23,00,Deutschland,SCHWERPUNKTVERSORGUNG,473,260,6235,1015
2023-02-23,00,Deutschland,GRUND_UND_REGELVERSORGUNG,768,404,6163,1350
2023-02-23,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,304,7063,697
2023-02-23,00,Deutschland,FACHKLINIK,74,37,759,76
2023-02-23,00,Deutschland,nicht angegeben,15,5,171,17
2023-02-22,00,Deutschland,SCHWERPUNKTVERSORGUNG,473,256,6212,1047
2023-02-22,00,Deutschland,GRUND_UND_REGELVERSORGUNG,770,394,6241,1298
2023-02-22,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,311,7167,669
2023-02-22,00,Deutschland,FACHKLINIK,74,35,755,79
2023-02-22,00,Deutschland,nicht angegeben,15,6,170,18
2023-02-21,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,265,6160,1078
2023-02-21,00,Deutschland,GRUND_UND_REGELVERSORGUNG,771,368,6159,1375
2023-02-21,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,297,7115,761
2023-02-21,00,Deutschland,FACHKLINIK,75,33,766,75
2023-02-21,00,Deutschland,nicht angegeben,15,8,172,17
2023-02-20,00,Deutschland,GRUND_UND_REGELVERSORGUNG,772,347,6033,1568
2023-02-20,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,259,6072,1125
2023-02-20,00,Deutschland,FACHKLINIK,75,30,741,98
2023-02-20,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,286,6984,832
2023-02-20,00,Deutschland,nicht angegeben,15,7,171,18
2023-02-19,00,Deutschland,GRUND_UND_REGELVERSORGUNG,773,315,6004,1465
2023-02-19,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,230,6025,1136
2023-02-19,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,257,6963,812
2023-02-19,00,Deutschland,FACHKLINIK,75,30,730,84
2023-02-19,00,Deutschland,nicht angegeben,15,6,164,25
2023-02-18,00,Deutschland,SCHWERPUNKTVERSORGUNG,471,221,6163,1039
2023-02-18,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,264,7053,764
2023-02-18,00,Deutschland,GRUND_UND_REGELVERSORGUNG,773,329,6102,1419
2023-02-18,00,Deutschland,FACHKLINIK,75,27,736,83
2023-02-18,00,Deutschland,nicht angegeben,15,7,159,29
2023-02-17,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,226,6249,1011
2023-02-17,00,Deutschland,GRUND_UND_REGELVERSORGUNG,774,349,6204,1345
2023-02-17,00,Deutschland,nicht angegeben,15,7,160,21
2023-02-17,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,263,7117,755
2023-02-17,00,Deutschland,FACHKLINIK,75,29,762,77
2023-02-16,00,Deutschland,GRUND_UND_REGELVERSORGUNG,772,330,6258,1331
2023-02-16,00,Deutschland,FACHKLINIK,75,27,762,78
2023-02-16,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,243,7201,724
2023-02-16,00,Deutschland,SCHWERPUNKTVERSORGUNG,471,230,6204,1063
2023-02-16,00,Deutschland,nicht angegeben,14,7,162,19
2023-02-15,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,226,6210,1077
2023-02-15,00,Deutschland,GRUND_UND_REGELVERSORGUNG,773,304,6221,1354
2023-02-15,00,Deutschland,FACHKLINIK,75,18,757,86
2023-02-15,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,228,7198,735
2023-02-15,00,Deutschland,nicht angegeben,14,2,164,17
2023-02-14,00,Deutschland,SCHWERPUNKTVERSORGUNG,473,225,6223,1069
2023-02-14,00,Deutschland,GRUND_UND_REGELVERSORGUNG,772,296,6193,1399
2023-02-14,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,220,7134,798
2023-02-14,00,Deutschland,FACHKLINIK,75,18,742,95
2023-02-14,00,Deutschland,nicht angegeben,14,3,164,17
2023-02-13,00,Deutschland,GRUND_UND_REGELVERSORGUNG,773,293,6002,1558
2023-02-13,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,224,6075,1161
2023-02-13,00,Deutschland,nicht angegeben,14,4,165,16
2023-02-13,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,203,7012,893
2023-02-13,00,Deutschland,FACHKLINIK,75,18,732,101
2023-02-12,00,Deutschland,GRUND_UND_REGELVERSORGUNG,772,272,5939,1505
2023-02-12,00,Deutschland,SCHWERPUNKTVERSORGUNG,471,208,6047,1177
2023-02-12,00,Deutschland,FACHKLINIK,75,15,697,103
2023-02-12,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,213,7043,806
2023-02-12,00,Deutschland,nicht angegeben,14,5,155,20
2023-02-11,00,Deutschland,GRUND_UND_REGELVERSORGUNG,771,264,6102,1410
2023-02-11,00,Deutschland,SCHWERPUNKTVERSORGUNG,469,199,6081,1147
2023-02-11,00,Deutschland,FACHKLINIK,74,16,716,90
2023-02-11,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,212,7074,834
2023-02-11,00,Deutschland,nicht angegeben,14,4,150,22
2023-02-10,00,Deutschland,SCHWERPUNKTVERSORGUNG,469,198,6151,1096
2023-02-10,00,Deutschland,FACHKLINIK,74,19,758,76
2023-02-10,00,Deutschland,GRUND_UND_REGELVERSORGUNG,773,246,6209,1395
2023-02-10,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,202,7117,786
2023-02-10,00,Deutschland,nicht angegeben,15,4,172,16
2023-02-09,00,Deutschland,SCHWERPUNKTVERSORGUNG,470,190,6189,1094
2023-02-09,00,Deutschland,GRUND_UND_REGELVERSORGUNG,774,246,6216,1429
2023-02-09,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,204,7150,773
2023-02-09,00,Deutschland,FACHKLINIK,74,22,752,86
2023-02-09,00,Deutschland,nicht angegeben,15,5,167,19
2023-02-08,00,Deutschland,FACHKLINIK,74,22,741,94
2023-02-08,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,192,6226,1078
2023-02-08,00,Deutschland,GRUND_UND_REGELVERSORGUNG,774,255,6193,1451
2023-02-08,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,214,7173,742
2023-02-08,00,Deutschland,nicht angegeben,15,4,172,16
2023-02-07,00,Deutschland,FACHKLINIK,74,20,735,97
2023-02-07,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,206,7057,847
2023-02-07,00,Deutschland,GRUND_UND_REGELVERSORGUNG,774,240,6182,1459
2023-02-07,00,Deutschland,SCHWERPUNKTVERSORGUNG,473,198,6143,1119
2023-02-07,00,Deutschland,nicht angegeben,15,4,169,19
2023-02-06,00,Deutschland,SCHWERPUNKTVERSORGUNG,473,194,5985,1226
2023-02-06,00,Deutschland,FACHKLINIK,74,20,733,99
2023-02-06,00,Deutschland,GRUND_UND_REGELVERSORGUNG,775,227,5975,1643
2023-02-06,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,194,6943,929
2023-02-06,00,Deutschland,nicht angegeben,15,5,170,18
2023-02-05,00,Deutschland,GRUND_UND_REGELVERSORGUNG,776,222,5930,1607
2023-02-05,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,186,5994,1235
2023-02-05,00,Deutschland,nicht angegeben,15,5,172,17
2023-02-05,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,181,6895,937
2023-02-05,00,Deutschland,FACHKLINIK,74,22,719,96
2023-02-04,00,Deutschland,GRUND_UND_REGELVERSORGUNG,776,213,6057,1492
2023-02-04,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,191,6124,1139
2023-02-04,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,171,7033,850
2023-02-04,00,Deutschland,FACHKLINIK,74,23,740,78
2023-02-04,00,Deutschland,nicht angegeben,15,5,175,14
2023-02-03,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,180,6189,1070
2023-02-03,00,Deutschland,GRUND_UND_REGELVERSORGUNG,776,223,6170,1431
2023-02-03,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,189,7161,773
2023-02-03,00,Deutschland,FACHKLINIK,74,22,770,68
2023-02-03,00,Deutschland,nicht angegeben,15,2,174,15
2023-02-02,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,179,6297,1035
2023-02-02,00,Deutschland,GRUND_UND_REGELVERSORGUNG,775,227,6146,1481
2023-02-02,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,186,7169,781
2023-02-02,00,Deutschland,FACHKLINIK,74,22,775,65
2023-02-02,00,Deutschland,nicht angegeben,15,1,167,22
2023-02-01,00,Deutschland,GRUND_UND_REGELVERSORGUNG,775,212,6118,1526
2023-02-01,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,182,6286,1008
2023-02-01,00,Deutschland,FACHKLINIK,75,24,766,87
2023-02-01,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,182,7109,828
2023-02-01,00,Deutschland,nicht angegeben,15,00,170,19
2023-01-31,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,174,6194,1105
2023-01-31,00,Deutschland,FACHKLINIK,75,24,778,75
2023-01-31,00,Deutschland,GRUND_UND_REGELVERSORGUNG,775,211,6082,1524
2023-01-31,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,188,7117,827
2023-01-31,00,Deutschland,nicht angegeben,15,00,174,16
2023-01-30,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,179,6057,1200
2023-01-30,00,Deutschland,GRUND_UND_REGELVERSORGUNG,775,226,5979,1595
2023-01-30,00,Deutschland,FACHKLINIK,75,24,754,93
2023-01-30,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,196,6932,934
2023-01-30,00,Deutschland,nicht angegeben,15,1,170,21
2023-01-29,00,Deutschland,FACHKLINIK,75,23,737,91
2023-01-29,00,Deutschland,GRUND_UND_REGELVERSORGUNG,774,211,5899,1632
2023-01-29,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,167,6006,1186
2023-01-29,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,195,6967,910
2023-01-29,00,Deutschland,nicht angegeben,15,1,165,22
2023-01-28,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,168,6118,1213
2023-01-28,00,Deutschland,GRUND_UND_REGELVERSORGUNG,775,204,6067,1480
2023-01-28,00,Deutschland,FACHKLINIK,75,24,756,76
2023-01-28,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,193,7081,838
2023-01-28,00,Deutschland,nicht angegeben,15,2,170,17
2023-01-27,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,176,6224,1049
2023-01-27,00,Deutschland,FACHKLINIK,75,26,762,81
2023-01-27,00,Deutschland,GRUND_UND_REGELVERSORGUNG,775,210,6242,1342
2023-01-27,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,198,7163,779
2023-01-27,00,Deutschland,nicht angegeben,15,3,173,14
2023-01-26,00,Deutschland,GRUND_UND_REGELVERSORGUNG,775,217,6154,1448
2023-01-26,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,176,6187,1087
2023-01-26,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,213,7221,776
2023-01-26,00,Deutschland,FACHKLINIK,75,26,769,78
2023-01-26,00,Deutschland,nicht angegeben,15,3,177,12
2023-01-25,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,185,6204,1092
2023-01-25,00,Deutschland,GRUND_UND_REGELVERSORGUNG,776,233,6211,1413
2023-01-25,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,225,7202,786
2023-01-25,00,Deutschland,FACHKLINIK,75,27,753,88
2023-01-25,00,Deutschland,nicht angegeben,15,2,171,14
2023-01-24,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,177,6192,1100
2023-01-24,00,Deutschland,GRUND_UND_REGELVERSORGUNG,776,250,6157,1454
2023-01-24,00,Deutschland,FACHKLINIK,75,26,755,91
2023-01-24,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,213,7129,821
2023-01-24,00,Deutschland,nicht angegeben,15,3,167,18
2023-01-23,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,183,6066,1159
2023-01-23,00,Deutschland,GRUND_UND_REGELVERSORGUNG,776,245,6011,1559
2023-01-23,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,217,6979,872
2023-01-23,00,Deutschland,FACHKLINIK,75,25,737,100
2023-01-23,00,Deutschland,nicht angegeben,15,2,165,20
2023-01-22,00,Deutschland,GRUND_UND_REGELVERSORGUNG,777,246,5954,1543
2023-01-22,00,Deutschland,FACHKLINIK,75,23,715,95
2023-01-22,00,Deutschland,SCHWERPUNKTVERSORGUNG,477,196,6052,1165
2023-01-22,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,230,6999,823
2023-01-22,00,Deutschland,nicht angegeben,15,4,162,17
2023-01-21,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,196,6213,1025
2023-01-21,00,Deutschland,GRUND_UND_REGELVERSORGUNG,778,254,6102,1418
2023-01-21,00,Deutschland,FACHKLINIK,75,24,737,78
2023-01-21,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,242,7054,813
2023-01-21,00,Deutschland,nicht angegeben,15,4,160,19
2023-01-20,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,279,6312,1288
2023-01-20,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,202,6310,984
2023-01-20,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,264,7132,780
2023-01-20,00,Deutschland,FACHKLINIK,75,27,767,81
2023-01-20,00,Deutschland,nicht angegeben,15,3,156,24
2023-01-19,00,Deutschland,GRUND_UND_REGELVERSORGUNG,778,304,6374,1261
2023-01-19,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,268,7040,741
2023-01-19,00,Deutschland,SCHWERPUNKTVERSORGUNG,476,223,6373,941
2023-01-19,00,Deutschland,nicht angegeben,15,3,156,20
2023-01-19,00,Deutschland,FACHKLINIK,75,27,770,76
2023-01-18,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,230,6333,932
2023-01-18,00,Deutschland,FACHKLINIK,75,28,769,70
2023-01-18,00,Deutschland,GRUND_UND_REGELVERSORGUNG,778,325,6479,1186
2023-01-18,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,265,7050,707
2023-01-18,00,Deutschland,nicht angegeben,15,2,167,16
2023-01-17,00,Deutschland,GRUND_UND_REGELVERSORGUNG,778,341,6386,1244
2023-01-17,00,Deutschland,FACHKLINIK,75,29,770,69
2023-01-17,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,277,7012,728
2023-01-17,00,Deutschland,SCHWERPUNKTVERSORGUNG,476,249,6337,893
2023-01-17,00,Deutschland,nicht angegeben,15,1,169,14
2023-01-16,00,Deutschland,FACHKLINIK,75,29,758,81
2023-01-16,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,269,6193,1041
2023-01-16,00,Deutschland,GRUND_UND_REGELVERSORGUNG,779,359,6208,1386
2023-01-16,00,Deutschland,nicht angegeben,15,2,168,15
2023-01-16,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,296,6848,817
2023-01-15,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,268,6170,1009
2023-01-15,00,Deutschland,GRUND_UND_REGELVERSORGUNG,779,371,6110,1388
2023-01-15,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,323,6872,764
2023-01-15,00,Deutschland,FACHKLINIK,75,28,731,86
2023-01-15,00,Deutschland,nicht angegeben,15,4,165,15
2023-01-14,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,266,6334,923
2023-01-14,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,364,6282,1241
2023-01-14,00,Deutschland,FACHKLINIK,75,30,744,81
2023-01-14,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,333,6966,693
2023-01-14,00,Deutschland,nicht angegeben,15,4,164,14
2023-01-13,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,290,6368,897
2023-01-13,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,384,6389,1151
2023-01-13,00,Deutschland,FACHKLINIK,75,24,762,85
2023-01-13,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,357,7035,679
2023-01-13,00,Deutschland,nicht angegeben,15,4,160,18
2023-01-12,00,Deutschland,GRUND_UND_REGELVERSORGUNG,779,413,6470,1123
2023-01-12,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,305,6407,883
2023-01-12,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,358,7099,673
2023-01-12,00,Deutschland,FACHKLINIK,75,24,763,74
2023-01-12,00,Deutschland,nicht angegeben,15,4,162,19
2023-01-11,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,324,6381,900
2023-01-11,00,Deutschland,GRUND_UND_REGELVERSORGUNG,779,437,6529,1051
2023-01-11,00,Deutschland,FACHKLINIK,74,21,751,82
2023-01-11,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,364,7065,711
2023-01-11,00,Deutschland,nicht angegeben,15,5,161,20
2023-01-10,00,Deutschland,SCHWERPUNKTVERSORGUNG,475,336,6351,898
2023-01-10,00,Deutschland,FACHKLINIK,74,22,732,93
2023-01-10,00,Deutschland,GRUND_UND_REGELVERSORGUNG,778,471,6483,1069
2023-01-10,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,378,7024,704
2023-01-10,00,Deutschland,nicht angegeben,15,7,164,17
2023-01-09,00,Deutschland,SCHWERPUNKTVERSORGUNG,473,378,6193,937
2023-01-09,00,Deutschland,GRUND_UND_REGELVERSORGUNG,779,497,6347,1113
2023-01-09,00,Deutschland,FACHKLINIK,74,25,724,100
2023-01-09,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,376,6869,765
2023-01-09,00,Deutschland,nicht angegeben,15,8,165,16
2023-01-08,00,Deutschland,SCHWERPUNKTVERSORGUNG,473,384,6139,899
2023-01-08,00,Deutschland,GRUND_UND_REGELVERSORGUNG,778,491,6285,1079
2023-01-08,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,367,6820,729
2023-01-08,00,Deutschland,FACHKLINIK,75,28,707,86
2023-01-08,00,Deutschland,nicht angegeben,15,11,160,18
2023-01-07,00,Deutschland,SCHWERPUNKTVERSORGUNG,471,384,6177,873
2023-01-07,00,Deutschland,GRUND_UND_REGELVERSORGUNG,776,483,6346,1038
2023-01-07,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,373,6882,681
2023-01-07,00,Deutschland,FACHKLINIK,75,26,719,80
2023-01-07,00,Deutschland,nicht angegeben,15,10,156,22
2023-01-06,00,Deutschland,GRUND_UND_REGELVERSORGUNG,777,485,6502,936
2023-01-06,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,399,7038,662
2023-01-06,00,Deutschland,SCHWERPUNKTVERSORGUNG,470,376,6206,859
2023-01-06,00,Deutschland,FACHKLINIK,75,27,731,93
2023-01-06,00,Deutschland,nicht angegeben,15,9,160,18
2023-01-05,00,Deutschland,FACHKLINIK,75,28,740,86
2023-01-05,00,Deutschland,GRUND_UND_REGELVERSORGUNG,781,498,6501,988
2023-01-05,00,Deutschland,SCHWERPUNKTVERSORGUNG,471,368,6264,827
2023-01-05,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,409,7053,662
2023-01-05,00,Deutschland,nicht angegeben,15,7,154,20
2023-01-04,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,521,6509,977
2023-01-04,00,Deutschland,SCHWERPUNKTVERSORGUNG,473,371,6274,848
2023-01-04,00,Deutschland,FACHKLINIK,75,30,750,81
2023-01-04,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,416,6976,716
2023-01-04,00,Deutschland,nicht angegeben,15,11,161,13
2023-01-03,00,Deutschland,FACHKLINIK,75,36,752,81
2023-01-03,00,Deutschland,SCHWERPUNKTVERSORGUNG,471,377,6201,884
2023-01-03,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,540,6437,1006
2023-01-03,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,423,6974,732
2023-01-03,00,Deutschland,nicht angegeben,15,13,162,12
2023-01-02,00,Deutschland,FACHKLINIK,74,40,736,85
2023-01-02,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,541,6341,1022
2023-01-02,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,386,6130,897
2023-01-02,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,414,6882,781
2023-01-02,00,Deutschland,nicht angegeben,15,13,157,15
2023-01-01,00,Deutschland,GRUND_UND_REGELVERSORGUNG,779,521,6152,1099
2023-01-01,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,391,6054,894
2023-01-01,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,414,6871,764
2023-01-01,00,Deutschland,FACHKLINIK,74,36,686,94
2023-01-01,00,Deutschland,nicht angegeben,15,14,153,18
2022-12-31,00,Deutschland,FACHKLINIK,74,37,700,80
2022-12-31,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,407,6928,720
2022-12-31,00,Deutschland,GRUND_UND_REGELVERSORGUNG,779,531,6157,1112
2022-12-31,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,379,6046,898
2022-12-31,00,Deutschland,nicht angegeben,15,12,155,16
2022-12-30,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,546,6291,995
2022-12-30,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,427,6987,663
2022-12-30,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,380,6116,822
2022-12-30,00,Deutschland,FACHKLINIK,74,34,702,92
2022-12-30,00,Deutschland,nicht angegeben,15,11,159,13
2022-12-29,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,364,6104,843
2022-12-29,00,Deutschland,GRUND_UND_REGELVERSORGUNG,781,548,6339,983
2022-12-29,00,Deutschland,FACHKLINIK,74,36,707,83
2022-12-29,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,429,7037,663
2022-12-29,00,Deutschland,nicht angegeben,15,9,159,14
2022-12-28,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,551,6281,1033
2022-12-28,00,Deutschland,SCHWERPUNKTVERSORGUNG,472,359,6100,875
2022-12-28,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,429,6999,701
2022-12-28,00,Deutschland,FACHKLINIK,74,37,715,84
2022-12-28,00,Deutschland,nicht angegeben,15,11,155,18
2022-12-27,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,366,6072,914
2022-12-27,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,546,6244,1009
2022-12-27,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,421,6941,719
2022-12-27,00,Deutschland,FACHKLINIK,74,39,703,81
2022-12-27,00,Deutschland,nicht angegeben,15,12,144,26
2022-12-26,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,359,6087,864
2022-12-26,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,538,6174,1018
2022-12-26,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,371,6973,681
2022-12-26,00,Deutschland,FACHKLINIK,72,32,676,88
2022-12-26,00,Deutschland,nicht angegeben,15,12,144,25
2022-12-25,00,Deutschland,SCHWERPUNKTVERSORGUNG,474,345,6080,891
2022-12-25,00,Deutschland,GRUND_UND_REGELVERSORGUNG,779,508,6096,1090
2022-12-25,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,371,6913,713
2022-12-25,00,Deutschland,FACHKLINIK,73,35,687,81
2022-12-25,00,Deutschland,nicht angegeben,15,9,148,22
2022-12-24,00,Deutschland,SCHWERPUNKTVERSORGUNG,477,333,6112,833
2022-12-24,00,Deutschland,FACHKLINIK,73,34,686,90
2022-12-24,00,Deutschland,GRUND_UND_REGELVERSORGUNG,780,510,6169,1039
2022-12-24,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,359,6978,652
2022-12-24,00,Deutschland,nicht angegeben,15,9,148,25
